learning evaluation instances,classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),classified instances of class 0,classified instances of class 1,recall (true positive) for class 0 (percent),recall (true positive) for class 1 (percent),incorrect classifications (false positive) for class 0 (percent),incorrect classifications (false positive) for class 1 (percent),model training instances,model serialized size (bytes),ensemble size,size of class 0,size of class 1,vote for class 0,vote for class 1,training queue size,recall0 Validation,recall1 Validation,time stamp,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
54.0,54.0,59.18527154325102,9.602892494618063,-54.426885800170886,-53.40571867904773,15.0,39.0,51.45501403897777,61.17396883257415,48.54498596102223,38.826031167425874,90.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,12.0,0.0,0.0,1.307159792E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
55.0,55.0,60.14642037170327,10.586453896842169,-54.42688580017098,-53.405718679047794,15.0,40.0,51.45501403897777,62.34686063780698,48.54498596102223,37.65313936219304,90.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,12.0,0.0,0.0,1.307159989E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56.0,56.0,61.072389028160345,11.513982344528333,-54.426885800170965,-53.40571867904779,15.0,41.0,51.45501403897777,63.46178918563725,48.54498596102223,36.53821081436276,91.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,12.0,0.0,0.0,1.307218652E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57.0,57.0,59.671950690187124,8.372724270413899,-49.79122422801881,-48.884564620736306,16.0,41.0,47.991014985089684,63.46178918563725,52.0089850149103,36.53821081436276,92.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,13.0,0.0,0.0,1.307219009E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58.0,58.0,60.58489970381357,9.306128913503887,-37.925163919537276,-48.88456462073627,16.0,42.0,47.991014985089684,64.52289530485106,52.0089850149103,35.47710469514896,92.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,13.0,0.0,0.0,1.307234736E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
59.0,59.0,59.23049188271443,6.413102456881706,-35.11532347228844,-44.99784783702435,17.0,42.0,44.9353680494937,64.52289530485106,55.0646319505063,35.47710469514896,93.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,14.0,0.0,0.0,1.307236777E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,60.0,60.130792338318464,7.345255309629802,-25.707680812312073,-44.99784783702437,17.0,43.0,44.9353680494937,65.5339346446497,55.0646319505063,34.46606535535032,93.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,14.0,0.0,0.0,1.307238404E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61.0,61.0,58.818795080861285,4.683615245943652,-24.01846091766675,-41.6214187361617,18.0,43.0,42.22001428695465,65.5339346446497,57.779985713045335,34.46606535535032,95.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,15.0,0.0,0.0,1.307249907E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
62.0,62.0,57.55041542093524,2.2329799782426965,-30.65570966181161,-38.68904885371718,19.0,43.0,39.7912229364782,65.5339346446497,60.2087770635218,34.46606535535032,96.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,16.0,0.0,0.0,1.30725005E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63.0,63.0,58.45534158114785,3.1940600221606115,-22.446536712139533,-38.689048853717175,19.0,44.0,39.7912229364782,66.49832144501585,60.2087770635218,33.50167855498417,99.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,16.0,0.0,0.0,1.307335929E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64.0,64.0,59.33106567100881,4.1063048069012575,-22.446536712139572,-38.68904885371727,19.0,45.0,39.7912229364782,67.41916647103,60.2087770635218,32.58083352897001,99.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,16.0,0.0,0.0,1.307338684E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
65.0,65.0,58.09412428920111,1.8549721749050778,-21.09426190581865,-36.07000658047927,20.0,45.0,37.60600937526824,67.41916647103,62.39399062473176,32.58083352897001,100.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,17.0,0.0,0.0,1.307338906E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66.0,66.0,56.89596855534636,-0.21059758838303283,-27.179539850100326,-33.76145085492811,21.0,45.0,35.62957651441196,67.41916647103,64.37042348558806,32.58083352897001,101.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,18.0,0.0,0.0,1.307338966E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67.0,67.0,55.734860115747296,-2.101541771551239,-33.32628524836462,-31.711356870643183,22.0,45.0,33.83345399574242,67.41916647103,66.16654600425758,32.58083352897001,102.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,19.0,0.0,0.0,1.307339684E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68.0,68.0,56.62889926514282,-1.159839400214967,-25.53219968524092,-31.711356870643197,22.0,46.0,33.83345399574242,68.29930999923174,66.16654600425758,31.700690000768255,103.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,20.0,0.0,0.0,1.307377325E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69.0,69.0,57.49603864425591,-0.2629186344614737,-25.532199685240904,-31.711356870643176,22.0,47.0,33.83345399574242,69.14135059295538,66.16654600425758,30.858649407044624,104.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,21.0,0.0,0.0,1.307381683E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70.0,70.0,58.33743243187446,0.5922984580417051,-25.532199685240908,-31.711356870643176,22.0,48.0,33.83345399574242,69.94767028074766,66.16654600425758,30.052329719252334,105.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,22.0,0.0,0.0,1.307386152E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71.0,71.0,57.1938072597876,-1.1626186065533026,-24.08134301639116,-29.82594554369133,23.0,48.0,32.194122815607564,69.94767028074766,67.80587718439244,30.052329719252334,106.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,23.0,0.0,0.0,1.307395063E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72.0,72.0,56.083266504572784,-2.7673127614160067,-29.821200156722426,-28.136199174859968,24.0,48.0,30.69198379269767,69.94767028074766,69.30801620730234,30.052329719252334,107.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,24.0,0.0,0.0,1.307403347E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73.0,73.0,55.00444867588632,-4.232104511264503,-35.61903565200649,-26.613234707689514,25.0,48.0,29.310573603595103,69.94767028074766,70.68942639640493,30.052329719252334,108.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,25.0,0.0,0.0,1.307404233E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74.0,74.0,55.86206227186429,-3.3762465447698258,-28.116048066210553,-26.613234707689504,25.0,49.0,29.310573603595103,70.72045665171338,70.68942639640493,29.279543348286623,108.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,25.0,0.0,0.0,1.307425737E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75.0,75.0,56.695776363634344,-2.557605438568055,-28.116048066210563,-26.61323470768955,25.0,50.0,29.310573603595103,71.46172229941843,70.68942639640493,28.538277700581556,108.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,25.0,0.0,0.0,1.307426825E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76.0,76.0,57.50653586494479,-1.7738440372933535,-28.116048066210585,-26.613234707689536,25.0,51.0,29.310573603595103,72.17332197827444,70.68942639640493,27.82667802172553,108.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,25.0,0.0,0.0,1.307426993E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77.0,77.0,56.43918470384853,-3.149225239822748,-26.599416463301896,-25.19360871429023,26.0,51.0,28.03596173319788,72.17332197827444,71.96403826680215,27.82667802172553,109.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,26.0,0.0,0.0,1.307467076E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78.0,78.0,57.240833520979365,-2.389980192643686,-20.05785809675745,-25.19360871429019,26.0,52.0,28.03596173319788,72.85696778033956,71.96403826680215,27.143032219660434,110.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,27.0,0.0,0.0,1.307467516E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
79.0,79.0,58.02117243848283,-1.6615768174515322,-20.057858096757414,-25.193608714290228,26.0,53.0,28.03596173319788,73.51424259399018,71.96403826680215,26.485757406009803,111.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,27.0,0.0,0.0,1.307491013E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
80.0,80.0,56.9709713461662,-2.943733002031192,-19.05335652277183,-23.880748092395663,27.0,53.0,26.85628143616104,73.51424259399018,73.14371856383897,26.485757406009803,112.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,28.0,0.0,0.0,1.307491094E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81.0,81.0,57.743551877959035,-2.2378318167816236,-13.320898517352372,-23.880748092395663,27.0,54.0,26.85628143616104,74.14661206718421,73.14371856383897,25.853387932815767,115.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,28.0,0.0,0.0,1.307523171E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82.0,82.0,58.496273030796466,-1.5593250787851458,-13.320898517352386,-23.8807480923957,27.0,55.0,26.85628143616104,74.75543526564013,73.14371856383897,25.244564734359855,115.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,28.0,0.0,0.0,1.307528507E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83.0,83.0,59.22985424401311,-0.9066808004769858,-13.320898517352397,-23.88074809239571,27.0,56.0,26.85628143616104,75.34197418906777,73.14371856383897,24.658025810932212,123.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,29.0,0.0,0.0,1.30759557E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84.0,84.0,58.19093628507118,-2.1172065638100324,-12.691112038923297,-22.65191637202451,28.0,56.0,25.76136120660115,75.34197418906777,74.23863879339886,24.658025810932212,126.0,0.0,20.0,0.49954247974270666,0.5004575202572932,0.0,1.0,30.0,0.0,0.0,1.307630539E9,144.90000000000003,41.33674292671682,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85.0,85.0,58.918797441665085,-1.4835590276392283,-7.554765969151524,-22.651916372024516,28.0,57.0,25.76136120660115,75.90740228568997,74.23863879339886,24.092597714310024,126.0,0.0,20.0,0.4995015843958267,0.5004984156041731,0.0,1.0,29.0,0.0,0.0,1.307717591E9,153.65,44.02663667420105,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
86.0,86.0,57.90061389431482,-2.603478779620606,-7.2222577376555295,-21.521974235973214,29.0,57.0,24.742432495448973,75.90740228568997,75.25756750455103,24.092597714310024,127.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,29.0,0.0,0.0,1.308243809E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
87.0,87.0,58.62288004961752,-1.9889626059600702,-2.6583136325419594,-21.521974235973236,29.0,58.0,24.742432495448973,76.4528120859509,75.25756750455103,23.547187914049093,128.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,30.0,0.0,0.0,1.308333979E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88.0,88.0,59.32771092894439,-1.3963359911683673,-2.658313632541934,-21.5219742359732,29.0,59.0,24.742432495448973,76.9792220599146,75.25756750455103,23.02077794008537,128.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,30.0,0.0,0.0,1.308640454E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
89.0,89.0,58.324163304987586,-2.446438763399636,-2.5476695782263032,-20.4696349858816,30.0,59.0,23.791895884332106,76.9792220599146,76.20810411566791,23.02077794008537,129.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,31.0,0.0,0.0,1.308676387E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90.0,90.0,57.34436663142175,-3.4067412770438987,-6.75190152654757,-19.50622383077803,31.0,59.0,22.903132516126227,76.9792220599146,77.09686748387378,23.02077794008537,130.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,32.0,0.0,0.0,1.308677224E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91.0,91.0,56.38753535863966,-4.284164410334309,-10.998600464245829,-18.620968320226073,32.0,59.0,22.070350882278532,76.9792220599146,77.92964911772148,23.02077794008537,131.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,33.0,0.0,0.0,1.308677854E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92.0,92.0,57.11040723548408,-3.7069790222707817,-6.433053637785567,-18.620968320226066,32.0,60.0,22.070350882278532,77.48758278892304,77.92964911772148,22.51241721107695,131.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,33.0,0.0,0.0,1.308703205E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93.0,93.0,57.816654092701604,-3.149205302560829,-6.4330536377855685,-18.620968320226076,32.0,61.0,22.070350882278532,77.97878253020507,77.92964911772148,22.021217469794934,133.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,33.0,0.0,0.0,1.308832439E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
94.0,94.0,56.87072587185805,-3.977678369007429,-6.173953145251933,-17.78893668162938,33.0,61.0,21.28846146698205,77.97878253020507,78.71153853301797,22.021217469794934,134.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,34.0,0.0,0.0,1.308920735E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95.0,95.0,57.57189640009264,-3.4382494357280713,-2.0233110582589386,-17.788936681629387,33.0,62.0,21.28846146698205,78.45365224297456,78.71153853301797,21.546347757025444,134.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,34.0,0.0,0.0,1.308923537E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96.0,96.0,58.25737836230562,-2.916273416930717,-2.0233110582589116,-17.788936681629362,33.0,63.0,21.28846146698205,78.91297013585181,78.71153853301797,21.087029864148192,135.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,35.0,0.0,0.0,1.308925316E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97.0,97.0,58.927658998304565,-2.4109418937812843,-2.023311058258896,-17.78893668162939,33.0,64.0,21.28846146698205,79.35746578796366,78.71153853301797,20.642534212036335,135.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,35.0,0.0,0.0,1.308939603E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
98.0,98.0,57.98712748254311,-3.206981635216355,-1.9449500238137656,-16.998255932280124,34.0,64.0,20.55297351296679,79.35746578796366,79.44702648703323,20.642534212036335,136.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,36.0,0.0,0.0,1.308940908E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99.0,99.0,58.65371241223567,-2.717425384892202,1.8930254388052155,-16.998255932280166,34.0,65.0,20.55297351296679,79.78782388963394,79.44702648703323,20.212176110366073,136.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,36.0,0.0,0.0,1.308992695E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
100.0,100.0,59.305895327540895,-2.2429204909688796,1.8930254388052477,-16.9982559322801,34.0,66.0,20.55297351296679,80.20468764301043,79.44702648703323,19.795312356989577,138.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,37.0,0.0,0.0,1.309180192E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101.0,101.0,58.375793497182926,-2.9960145983010333,1.8230004787066927,-16.253699174692283,35.0,66.0,19.859909484584445,80.20468764301043,80.14009051541557,19.795312356989577,140.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,38.0,0.0,0.0,1.309192038E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
102.0,102.0,57.465452155613676,-3.685437013515341,-1.91346716076008,-15.565033691306022,36.0,66.0,19.205733787046096,80.20468764301043,80.79426621295391,19.795312356989577,141.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,39.0,0.0,0.0,1.309192208E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
103.0,103.0,58.12506696833527,-3.2264034496670404,1.793068413427348,-15.56503369130601,36.0,67.0,19.205733787046096,80.60866185815789,80.79426621295391,19.391338141842127,141.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,39.0,0.0,0.0,1.309216023E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104.0,104.0,58.77089558674257,-2.7808847707387154,1.793068413427323,-15.56503369130601,36.0,68.0,19.205733787046096,81.00031577596557,80.79426621295391,18.99968422403443,141.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,39.0,0.0,0.0,1.309216138E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
105.0,105.0,57.86937273289227,-3.4356656080802317,1.728912139875097,-14.91379717073892,37.0,68.0,18.587293044702974,81.00031577596557,81.41270695529703,18.99968422403443,142.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,40.0,0.0,0.0,1.309216269E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
106.0,106.0,56.98639365909028,-4.03513089648001,-1.8852453699065879,-14.309062767363944,38.0,68.0,18.001765809072925,81.00031577596557,81.99823419092708,18.99968422403443,143.0,0.0,20.0,0.49946150286634966,0.5005384971336501,0.0,1.0,41.0,0.0,0.0,1.309217668E9,162.65,44.54007657214603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
107.0,107.0,56.12143527837831,-4.583597430582953,-5.53590952120123,-13.746048847665666,39.0,68.0,17.44662000409394,81.00031577596557,82.55337999590606,18.99968422403443,144.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,41.0,0.0,0.0,1.309253348E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
108.0,108.0,55.27399385552015,-5.085025934395106,-9.2234490679635,-13.220607597950096,40.0,68.0,16.919576754590217,81.00031577596557,83.08042324540979,18.99968422403443,145.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,42.0,0.0,0.0,1.309253868E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
109.0,109.0,54.44358411950564,-5.543051975254645,-12.948236488935494,-12.729123373671323,41.0,68.0,16.418579508133806,81.00031577596557,83.58142049186618,18.99968422403443,146.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,43.0,0.0,0.0,1.3092541E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
110.0,110.0,53.62973842446427,-5.961014168206329,-16.710648025270878,-12.268430003788893,42.0,68.0,15.941767568069384,81.00031577596557,84.0582324319306,18.99968422403443,147.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,44.0,0.0,0.0,1.30925415E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111.0,111.0,52.83200595593581,-6.341979888695253,-20.511063718538914,-11.835743050767125,43.0,68.0,15.487453319605693,81.00031577596557,84.5125466803943,18.99968422403443,148.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,45.0,0.0,0.0,1.309254191E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112.0,112.0,53.530217515908596,-5.926758181691698,-16.055905296466978,-11.83574305076715,43.0,69.0,15.487453319605693,81.38018564558438,84.5125466803943,18.619814354415624,148.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,45.0,0.0,0.0,1.309280667E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
113.0,113.0,52.74161553806093,-6.2849102293509125,-15.477924048265546,-11.42463429320178,44.0,69.0,15.054102561440427,81.38018564558438,84.94589743855956,18.619814354415624,150.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,46.0,0.0,0.0,1.309342692E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
114.0,114.0,53.43454261525088,-5.88457846986387,-11.4262790655055,-11.4246342932018,44.0,70.0,15.054102561440427,81.74877708094006,84.94589743855956,18.251222919059952,150.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,46.0,0.0,0.0,1.309362015E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
